subject,file,region,block,direction,direction_traversal,global_traversal,map_similarity,subsample_q025,subsample_q975,is_late_reference_traversal,n_cells_available,n_cells_equalized,duration_seconds,moving_speed_mean,moving_speed_median,moving_sample_fraction
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,15,29,0.4997960547114253,0.0642436203135093,0.8570114210449423,False,74,11,15.323848235294463,22.2412334268532,13.541747771922877,0.3020833333333333
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,16,31,0.4942181410627088,0.13958189769812637,0.838865611207105,False,74,11,42.618317333333835,17.91834179765073,8.019958093142357,0.14634146341463414
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,17,33,0.4030471135442869,0.028250884933089488,0.7658673471188281,False,74,11,8.010249088435557,28.324055853118846,33.170681370153076,0.44776119402985076
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,18,35,0.5158416742877564,0.06044333801354541,0.889090267847533,False,74,11,10.229664705881987,24.45779423264304,23.61688222082009,0.38671875
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,19,37,0.4342430448053776,0.07777564603630797,0.8465237904600689,False,74,11,13.552493333333587,14.36075332385111,13.481153458840097,0.5486725663716814
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,20,39,0.46543956415016263,0.025728416080275738,0.8212439824876823,True,74,11,13.974813228758649,20.384005528508528,11.796491723932698,0.3742857142857143
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,21,41,0.4968167735489504,0.014830885240076055,0.8148127927971441,True,74,11,9.83603542857145,22.247433382884324,11.523892147713703,0.49193548387096775
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,22,43,0.5284954542424678,0.10198113570475931,0.8866179908323382,True,74,11,48.45449133333295,15.064764396401118,6.924037000395101,0.17341040462427745
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,23,45,0.4038943635268507,0.09124749144156002,0.7754305301565497,True,74,11,19.47011733333329,15.477417946058445,13.296164699481167,0.351129363449692
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,24,47,0.505370387039294,0.04510726360914042,0.8734972265528101,True,74,11,11.957139945579002,14.849797620366159,10.318840890938825,0.6166666666666667
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,25,49,0.4920306452124077,0.07887146743037388,0.8564815808743734,True,74,11,8.39581999999973,23.473676578226264,22.134716496273857,0.5450236966824644
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,26,51,0.4184991696712978,0.016507935860117433,0.8558565429519468,True,74,11,9.952084816326533,21.708088164296303,13.110423787253888,0.5
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,27,53,0.4244214178234075,0.019444977826884823,0.8518330250833714,True,74,11,7.735007000000223,24.598131841413704,16.158426874919602,0.520618556701031
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,28,55,0.4520670181868416,0.11071320763635681,0.8706959338120006,True,74,11,28.7443126666667,15.76977172553174,5.002543969743531,0.25
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,29,57,0.4741537731978943,0.09259914402563507,0.8164349158296361,True,74,11,9.996759850339913,17.617714962178187,16.0060537362446,0.6031746031746031
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,RtoL,1,2,0.26758215043648853,-0.018623342633040666,0.59845973652212,False,74,11,13.940990761904686,15.153224197602658,7.33173690470726,0.5214899713467048
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,RtoL,2,4,0.34166045072483653,0.034461183601902506,0.6092241815204287,False,74,11,11.757740952381027,19.710354660914504,11.298012291788659,0.4745762711864407
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,RtoL,3,6,0.39921560098601594,0.00010646080489948973,0.6652488347388024,False,74,11,13.89860619047613,18.691663904044287,11.069283508484151,0.4339080459770115
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,RtoL,4,8,0.3513440668637984,-0.04674062202160814,0.7047589664037439,False,74,11,13.03345199999967,20.266615082229805,8.452598497618732,0.4110429447852761
